Tweet	Label
<USER> كويس عارف ان حنضربك جد كان قلتها 😂 النفسية زيروو الصبر بدا ينفذ	safe
<USER> بيعطونه حريه الأختيار وهي خياران ١ تدخل دين الرحمة 🌹 ٢ نقتلك 🤐	safe
<USER> لا ذولي لو تسالني م راح ارد عليك ، و احتمال لو تقولها بوجهي اطعنك	dangerous
<USER> انا بكلم الاملازم و بقول عليا الحرام لاحرقكم بس اتقلوا عليا 😂😂	safe
<USER> <USER> صح😧😧 قط🐀ر قد الكف وبتلف الدنيا لف قصدي حرايق اللهم احرقكم	safe
<USER> الله يعين ابناء عمك علي النقاش معاك😅🙈 لو انا مكانهم ممكن اذبحك	safe
<USER> ايه بضبط انا المزه الي فالحلقة الاخيرة اذبحك واخذ فلوسك👌🏻💓💓	safe
<USER> <USER> يمكن اطعنك لكن ذَا من حبي لك ودي ادخل داخلك😭😂😂😂🚶🏻‍♀️	safe
<USER> خطبينو سو ميس يو ايها المعتوه اريد ان افجرك تفجيرا شديدكيف الحال	safe
<USER> هلعب كرتيه على الدرام بتاعى هكسرو 😅 و افجر نفسى و افجرك معايا 😂	safe
<USER> اقتلك طيب ولا اموت نفسي ولا دا غباء من الآخرين طيب ولا في ايه😂😂	safe
<USER> ويمكن اشوف لي هكر يهكر حسابك او يمكن اقتلك م يندرى على حسب الحالة	dangerous
<USER> انا اقولك منو الاجهز ماقتلك مانبيهم يلعبون الزنكي اجهز من الفهد	safe
<USER> هههههههههههههههههههههههههههههههههههههه يا سلام ما نذبحك إنتا P	safe
Jaime une vidéo <USER> "ماشي مرتي حلقة 18 نضربك وندخل للحبس عامين أو 3 سنين ما شي	dangerous
<USER> امرك مضحك حقا المدرب جاء الى ملعبك و اغتصبك ماذا تريد اكثر من ذلك	safe
<USER> مش احسن م احرقك انت والراجل اللي بيلبس اسود ع النهاية العلقه دي😂	safe
<USER> اذبحك ولا اذبحك ولا اطنعك ولا ايش اسوي فيك يعني احترت ويمين بالله	dangerous
<USER> <USER> يعني تقلقيني يا طفلة نقتلك بالترقية ههههه ردي بالك تخربي فيا	safe
<USER> <USER> <USER> ههههههههههههههه ماذبحكم الا الحليب التركي الله لايبلانا	safe
<USER> ماذبحكم غير زياده الراتب احمدو الله رواتبكم اعلى رواتب في الدوله	safe
<USER> <USER> #كلمه_بلهجتك_ماتنفهم مسكت معاك هادي الكلمه لا اضربك ب الكندره	safe
<USER> يسطي منتا كنت بتخش تشتمني و تقولي انت خول و عاوز اضربك و بتاع 😂😂	safe
<USER> <USER> <USER> <USER> انا ممكن اترك محمد واضربك يا رعد تكلم زي العالم يا خبل	safe
<USER> <USER> <USER> تدلل ولو انت يمي اضربك بالقندره على راسم بلكت تشتغل غيرتك	safe
<USER> لا بجد كدا حرام و هتزعلى منى و اقتلك و كل حاجة 👊👊👊👊👊👊👊👊😂	safe
<USER> اقسم بالله انا لو مدرب لهنزل اضربك في قلب الملعب بتغمض عينك يابطه	safe
<USER> احترم نفسك لا افجرك بس🗿 عندك ٢٠٠ شخصيه ما تكلمت الا عن اغنيل !؟! (:	dangerous
<USER> <USER> يااخي عندما اختلف معك مش معناها اننا اشتيك تموت او اشتي اقتلك	safe
<USER> احمدوا ربكم على ال سعود وإلا يمدي الشعب احرقكم حرق ياحثالة الشعوب	safe
<USER> ياخي وربي كنت ناويه ادقكك واذبحك بس بدالها صارت دموع فرحهههه وربي	safe
<USER> عشان تموت على طول اللي على اليمين لازم اضربك اكثر من مره عشان تموت	safe
<USER> <USER> شكلك تتكلم عن نفسك توكل امس كنا بنذبحك لكنك كنت مشغول🔪🔪😂😂	safe
<USER> انتي ابتلاء ليا أقسم بالله ✋😂 يوما ما هاجي اقتلك ف الحركة دي 🔫🔫	safe
<USER> ماذبحك الا ايران الصفوية اما وصال فهى تعلمكم ماخفاه عنكم المعممين	safe
<USER> <USER> بكل بساطة انا مو موجود ولا كان اسوي عملية انتحاريه علشان افجرك	dangerous
<USER> <USER> مثل ماقتلك جامعتك فتحوها في عام 1957 يعني شوف الفارق بينك وبينهم	safe
<USER> الي يحب يسأل م يغيب خاطري اقوم اضربك تركتهم صرت اهتم بموضوع الدوام	safe
<USER> وحشتيني يحيوانه خير اشوفك قلتي بتتركين تويتر ومدري وش!! بغيت اطعنك	safe
<USER> اتمنى لو كانت الحرب بين السعوديه و اليمن عشان نحرقكم حرق بربع ساعة	dangerous
<USER> لا تترجمي اية دي اذواق طبعا احنا ممكن رحمةً بيكي نضربك بالنار بس 😂	safe
<USER> <USER> <USER> <USER> <USER> <USER> حنه عينك احترم نفسك راهو نضربك عيب يلا 😐😂😂😂	safe
<USER> وربي انك تصيح من حرر م جاكم هالموسم احرقكم العالمي حررق م تنسونه 😂	safe
<USER> لا طبعاً لاتصدقين انا اقول حق اللي خلاني اعصب روح احسلك لا اذبحك 😅	safe
<USER> طيب بس اما اضربك تاني متزعليش انتي اتعودتي علي الضرب خلاص 👡👡👡👡	safe
<USER> <USER> لا لا معو معو بصير يطلع معو عدنان اضربك شي موال ليوسف خليه يسمعو	safe
<USER> هش هش انصرف انصرف يا عدو الله اخرج يا عدو الامه غادر المنشن لا احرقك	dangerous
<USER> 😹😹😹😹😹😹😹😹💔ضحكتني نعم 😹😹💔لالا يوم اعصب عاد احرقك🔥🔥🔥	safe
<USER> وربي اذبحك كم مرررررره اقولللللككككك انا ووووللللللللللددددددددد	dangerous
<USER> اضربك فين مافيش في وشك مكان فاكر كورة راموس اللي طلعت الفضاء فاكرها	safe
<USER> ممكن ارسم على وجهك نفس ملامح الحزن بسبب الضرب الي رح اضربك اياه🌚😂	safe
<USER> كرنكس بلوك طلعتوا كفار اسف اخاف اروح النار ولا افجرك وتوثم فيك بكره	safe
<USER> <USER> اقتلك وابني لك مسجد واكفل لك يتاما بمليون و٦ مليون احطها بمخباي	safe
<USER> تأمر وحبب دا الي هو ازاي سوف اتأمر عليك واقتلك قريبا ها ها ها ها😈😜	safe
<USER> مصيرك تطيح بيدين الشعب السعودي نذبحك بحذيان لانك زي البريعصي ياكلب	dangerous
<USER> <USER> <USER> اكل خره حيوان. جبان اضربك بل قندره على راسك انت وكل الصهاينه	dangerous
<USER> لو عندك دم تيجي تفوتي عليا تاخديني بدال ما اجي الشغل اضربك 😁😁😁👊	safe
<USER> ولو احد اغتصبك او ابتزك بكيتي وقلتي وينهم ياليت موجودين 😂😂😂😂😂	safe
<USER> <USER> لا قالوا جملة بدي اقتلك او اقتلك احفظيها كويس وقوليلي هي بكره😂	safe
<USER> ام عايض وش فيك 😂😂😂 مسحنهم مسح عقبال ما نفجركم تفجير يا الفقراويه	safe
<USER> بدي اذبحك بايدي واقطعك واطحنك وطعميك للخنازير يا كافر والايام بينا	dangerous
<USER> يلغبي بنام شوي وخلك شوف الاخبار وعطني خبر بكره انشالله لاتنام اذبحك	safe
<USER> <USER> انا المتحدث الرسمي لوليد بن طلال وربي تري اعذبك ف مويه ولا بليفه	safe
<USER> لا يمه احس خفت احذفي افضلك لا افقع وجهك وأعطيك بيتين هجاء من الخنساء	safe
<USER> ترا اقدر اقتلك وأقول متاثره بالمجانين وعلم النفس واطلع براءه😂🔪🔪	safe
<USER> الحمدلله كيف ماقتلك ههههههههههههههههههه إن شاء الله صيدك موفّق مهم	safe
<USER> من اقوال المعممين الشيعة عليك بالتمتع ولو احرقك التمتع بنار الوعيد.	safe
<USER> احرقكم وقوف السعودية اتجاه الاخوان عندما مدت جسورها لايران مت بغيضك	dangerous
<USER> <USER> اشوف كلامي احرقكم وتتحدثو عن العلم والسكان والسعة مدرجات الملعب	safe
<USER> خلني اذبحك احسن من انك تنتحر و تدخل النار بس لازم وصيه منك انك متنازل	dangerous
<USER> <USER> <USER> فعلا هاجى اقتلك مكانك و امشى😌😌😌 فتحترمى نفسك كدا و تيجى😌	safe
<USER> يارب اتحرك يارب اتحرك يارب اتحرك يارب انحرك يارب اتحرك وادبني ياارب	safe
<USER> <USER> ان شاء الله سوف نذبحكم في دياركم وناخذ نساءكم واولادكم غنيمه لنا	dangerous
<USER> طب بس عشان احنا هنا اتسلقنا اساسا و ممكن نضربك عين يولع بركان عندك 😂	safe
<USER> ياويلك تحذفه بنيجي نضربك و نغتصبك هههههههههه حجه و حاجه ابغي اتحكحك	safe
<USER> <USER> زلزال صاروخ ولا شورما هههههههه ورب الكعبه لنحرقكم يا اذناب ايران	safe
<USER> رجلك والقبر ومازلت تسعى سعي مسيلمه الكذاب احرقك الله يا فتيلة الفتنه	safe
<USER> يالسمكري ماذبحكم الا كلمة في التاريخ نجيب احسن سمكري في التاريخ 😂😂	safe
<USER> اولا انت اعمللى فولو عشان ماضربكش D ثانيا انت شربت تفاحة من غيرنا ليه	safe
<USER> ههههههههههههههههههههه ان شاءالله اضربك بابره عشان اعلمك الشغل صح 🏃	safe
<USER> ودي اقتلك 😂😂😂😂😂 عادي شفيك ترى الريال مشاعر واحاسيس عادي اذا بكى	safe
<USER> الحل هو اننا نحرقك انت وامثالك عشان نفتك من النيات والعقليات الفاسده	dangerous
<USER> <USER> سنحرقكم بالنار ياذنب الفرس مع انك جايب صورة كذابة ياكذاب يامرتزق	dangerous
<USER> <USER> هنضربكم بالجزمه يا ابن هنيه يا ريتك ابن راجل دا انت ابن مره يا مره	dangerous
<USER> <USER> <USER> يعني نضربكم 3 و معاكم الحكم و ف ملعبكم و وطرد رونالدو 😂😂😂💔	safe
<USER> <USER> اهاا صحيح لمين ها ها قولى ماتخافش مش هنضربك😂😂😂😂😂👊👊👊👊👊	safe
<USER> <USER> <USER> <USER> اقول باقي جوله يامدحه مبي نغتصبك انت والنصر ادهن مكوتك بس	safe
<USER> ليش الله قال اول ما تسبني اذبحك 😂 سب ياصديقي من هنا لبكره انا شعلي 😂	safe
<USER> انتحر ايه ما هسرقك بقا ولا اقتلك واخد فلوسك ما انتو مش حسين با الغلابه	dangerous
<USER> انتي همك التطبيل له انا هنا اجلدك ماعندي رحمه احرقك بالحق ياشيطانه 😒	safe
<USER> <USER> كل خرا المغتصب افريقي مثلك ياملعون شكل في سعودي اغتصبك ومقهور منه	dangerous
<USER> <USER> رمززى انا هاقتلك اصلا 😡انت مابتصدق تلاقى حاجه عشان تتريق عليا 😝	safe
<USER> لو اشوفك في الملعب مرا ثانية ي تبن قسمبالله لاانحرك ي نحسس 👊🏾💔💔💔	safe
<USER> <USER> <USER> حين بنضربك بالجزم أربع سنوات سنظل نضربك بالجزمة حتي قيام ساعه	safe
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> يخوي لو انت يمي احاول احرقك انت وجوالاتك😂	safe
<USER> <USER> هكلم طنط و هاجي اضربك انا و هقعد اغني مع ابوك اهلي اهلي 😂😂😂😂😂	safe
<USER> يارب الحمدلله شفت الحلقه ولا كنت راح اطعنك بدال ايبرو تحرقين ليه 🔪🔪	safe
<USER> احمد حلمي .. بتاع لسوف اقتلك واقتل كريمة السكرتيره مش مجمعه اسموووو 😣	safe
<USER> ايه هايط بحق غيرك ياوضيع .. جايين بالدوري نغتصبك ونحققه من الدور الاول	safe
<USER> ايها الكلاب الملاعين ايقذتم الفتنة احرقكم و ابادكم الله بها يا مداخلة	dangerous
<USER> <USER> عادي اضربك واقول كل التقدير والاحترام لحبيبنا كهرباء وكذا عادي صح	safe
<USER> كيف نتحرك و احنا منقدر نسقط الولاية ولا نسوق كلي زق لا اضربك بلا ازعاج	dangerous
<USER> اخلاق النبلاء ان كنت باسطا يدك الي لتقتلني ما انا باسط يدي اليك لاقتلك	safe
<USER> <USER> ما عليش يا عبدالله اسمح لي انا ابغا الجنه لو سمحت سير علي الي اقتلك	safe
<USER> <USER> <USER> <USER> الذيب كشف نفسه يعني انتو قاعدين تخططون بالنفاق نذبحكم 😏✋	safe
<USER> ما هذا الهراء هل تريدني ان اضربك عنقك يلا اعرب و استخرج ممنوع من الصرف	safe
<USER> <USER> <USER> شعب الكبسه شوفك تشتكي انه احرقكم / بالله لاعاد تتكلم الله يصلحك	safe
<USER> الفرق بيننا اضربك بالبطولات وانت افرح بفوز وبالنهايه تكون بنص الترتيب	safe
<USER> <USER> اقول اطقع واخس بس شقالي 15 وانت اغتصبكم الريال راح جاي استح على وجهك	safe
<USER> طب اولع فيكى يعنى ولا اقتلك ولا ايه 😏😂على فكره انا السبب مش هو 😅😂😂	safe
<USER> <USER> <USER> هذا ملخص الفتوحات اجي اقتلك و استولي على اموالك و اقول هذا بيتي	safe
<USER> <USER> هههه لك غير نحرقكم وانتم بطياراتكمهو انتم كم حوثي دمر جيشكم المعفن	safe
<USER> <USER> <USER> <USER> نعم الدين وضحها نظامنا نطام مرتزقة تدفع تعيش ما تدفع ننحرك	safe
<USER> كويس انك اخدتي بالك😐😂 كنت فاكره اضربك النهارده بس للاسف ماشوفتكيش🙇	safe
<USER> <USER> كدا طب كويس انك قولت دانا كونت لسه هفكر ف طريقه اقتلك بيها 😈😂😂😂	safe
<USER> احنا اصلا حطب جهنم محروقين وخلصنا بس وخلقنا عشان نحرقكم وننكد عليكم 😌	safe
<USER> <USER> <USER> اي وقتلنا عبدالله صالح ونبي نقتلك عشان نستولي ع بيتك اقول طس بس	dangerous
<USER> <USER> <USER> صلاح يا خروف نتمني ان نكون قد احرقناكم كما احرقكم المدمر 😂😎💪	safe
<USER> انا مدري اضحك ولا اذبحك ع البثاره ذي بس بقولك شي اخر مره انتي وقلمك 😒😒	safe
<USER> ههههههههههههههههههههههههه لو انك عندي يمكن اذبحك عاد انا اقدس الاجهزه	safe
<USER> سنحرقكم ايها الحقير ونجعل من جثثكم وجبات للكلاب #ثار_عدن_سيحرق_الاخوان2	dangerous
<USER> <USER> <USER> 😂😂😂 لا ده احنا اللي هنضربك بالنار النهاردة احتفالا بيكي😅😍	safe
<USER> بكاء صياح حفاظة ماتفهم وراء الهلال بكل هشتاق جحفلي اغتصبكم الله يسامحه	safe
<USER> عدل المعلومه لا افقع وجهك اكتب سعيد الربيعي لاعب الاهلي المعار للفيصلي	safe
<USER> اه و بطلي تضحكي عشان مكرهكيش يا مستفزه انا بضيع ادعيلي بدل ما افجرك 😂👊	safe
<USER> جبت الديب من ديله وفاكرنى مش عارف 😂😂 هعطس فى وشك احرقك يا بورشامة 😂😂	safe
<USER> <USER> <USER> ياخخي ليش تفكيرك وصخ انا اخاف اضربك على راسك بسس برضو طلعت وصصخ	safe
<USER> الله ما اعذبك و اصدقك واجملك اسأل الله أن يكتب لك ما تتمنى عاجلا غير آجل	safe
<USER> معناتا اذا ما كان عندك مرض انا بدي اقتلك على قرفك طولي بالك جاي ليكي😆😆	safe
<USER> <USER> هذوله عيال جلب من وكت انحركت اوراقهم وماكو حد يثق بيهم كل يومين بلون	safe
<USER> لا غلط 😂😭💔 هو قال اصنبعك ومعناها معنا بالعاميه يعني بلهجتنا اضربك 🏃	safe
<USER> <USER> لا تقلي كريستيانو الي فوز البرتغال ف النهائي عشان م اذبحك واذبح نفسي	safe
<USER> جووووووج هبقى اكبر منك و انتى لسه هتفضلى ضغننه و انا اضربك برضو 😂💃💞💓	safe
<USER> انا م قلت شي بس خفت اضربك عين ومعد تستحي مششششاءالله بس تستحي🏃🏾‍♀️😂	safe
<USER> انا مش هرود عليك علشان انا كان ممكن اضربك امبارح وانت خوفت و سبتك✋️😉😉	safe
<USER> قبحك الله ماافجرك واقبحك واحقدك ع الاسلام والمسلمين ياتربية الفلبينيات	safe
<USER> وتين الله لا يقوله وينهزم الهلال لجيك افقع وجهك وابرد قلبي 😬😬😬😬😬😬	safe
<USER> <USER> ياحمار قريبا راح نضربك بعصا على ظهرك مع شلتك الحوثيه ماراح تنفعك فطر	dangerous
<USER> قولي اللي بدك اياه لن يغير في الحقائق شيء انتم مجرمون سننحركم كالخراف 😆	safe
<USER> <USER> اصلاً انتم اذانب ايران اذلف عني لا قسم بالله احرقكم بعود خشاط يرجال .	dangerous
<USER> خايسة+ تفشل + اطعنك+ ماليا داعي+ اخنقك+** +** + 🔞+🔞 الله يزيدك من نعيمو 🙂💣.	safe
<USER> لا توسوس كثير احنا نفسنا طويل أكثر مما تظن مستعدين نضربكم عشر سنوات قدام	safe
<USER> <USER> لو بتوضحيلنا سبب هالشتيمة منكون ممنونين، ولو فينا نعذبك بها الخدمة؟	safe
<USER> ههههههههههههههههااااي لا ياشيخ لا بالله واضح ان دليم احرقكم واوجعكم حيل	safe
<USER> <USER> مانت ياتكلم الحج ياهقوم اضربك 😂😂😂😂 كوكو عامل مش واخد باله 😂👏👏	safe
<USER> <USER> ما افجرك يا دغيم تتمسخر عالدكتور وهو يسجل موقف على هواك فعلا انك فاجر	safe
<USER> هكلمك امنيه او ساللي يخدو منك الموبيل ويحبسوكي 😑😑😑 ي اماا اجيلك اقتلك	safe
عارفه ياايه لو مروحتيش غيرتي اللون الي مزغلل عيني ده هاجي اقتلك 😈😂😂💪 <USER>	safe
<USER> <USER> ياحمار الريال ذاك الموسم واجه اتليتكو وبايرن ويوفنتس الي اغتصبك ب٣-٠	safe
<USER> اذبحك صدق عاد ماصدقت احد يعطيني وجه قاعده انتظر فرصه عشان اكذب كذبه ثانيه	safe
<USER> <USER> الشعار أكبر من دولة قطر لا وفي وسطه سيفين ونخله ننحرك بالسيف ي ست شرشر	dangerous
<USER> <USER> اقضب ميانينك دكتور شرقان لا اكهربك انت وياه واصب عليكم تيزاب و احرقكم	safe
<USER> يكلمم يرغي يعمل اي حاجة عشان لو الزهق ده مخلصش هفجر نفسي وافجركوا معايا😂	safe
<USER> 😳 😳 😳 انتي من مسلطك علي فضيحه اطلع من اختباري وافقع وجهك اصبري علي بس😤	safe
<USER> يعني ١٦٥ اوك ان شاءالله <USER> سامع ياكلب لا عاد اشوفك تقول قصير لا افقع وجهك	dangerous
<USER> 😂😂😂😂ماقتلكش قلي انت الي قلت إسموɗz المهم اكيد في اول وأخير راحتك اولا	safe
<USER> <USER> <USER> كان كُل لن اقتلك الدون بسجالاتي معك فأنا لا اود أن اخسر اخاً ابداً	safe
<USER> <USER> <USER> لا بتصدقني في كل حاجه..اتف عليك احرقك انت شيطان سفلي ولا ايه؟؟😂😂	safe
<USER> <USER> ياخي غثيثين انتم ليتكم تنقرضون بصير داعشيه بس عشان انحركم واتلذذ😼🚬	dangerous
<USER> <USER> ان لم تحبيني سأشوهكِ واشوه العالم واقتلك هي قصيدة يزن بايام الدراسة🙂	safe
<USER> <USER> <USER> <USER> <USER> <USER> وانت ملفك يا طلال عندي 👌🏻 انتبهوا تغلطوا افجركم 💣💣	dangerous
<USER> Punch هاذي الي حطيتها سراحة ما ودي اقتلك وبقاي الاختيارات موب مناسبه لي 🌝💔	safe
<USER> 😂😂😂😂 انته لازم تأكيد لانه اخافك تسواها وتلبس وانته م تهون علي اضربك😻	safe
<USER> هما اه 5 سنين و ربنا يصبرني بس بسال بس لا تكوني اتجوزتي من ورايا وربنا اضربك	safe
<USER> ليتك مكانه 😂 هو منه فايده بس انتي اذبحك التطبيل والمنافقه والتناقض😅🖐🏼	safe
<USER> اضربك بالنار و ولع فى بيتك وفى الاخر اقول انا كنت بهزرانتا زعلتكابتن يعقوب	dangerous
<USER> اكيد ماضربك الا لانك مسويه حاجه مب كويسه الرجال ملائكه الارض ربي لا يحفظهم	safe
<USER> <USER> <USER> لا مانسيت اغنيه هلي دن دن واضربك بالمكنسه😂😂💔🏃🏻‍♀️🏃🏻‍♀️	safe
<USER> سوف نضربكم في قعور داركم يا حوثة اجل تبون تحتلون مكة والمدينة فعلاً خسئتم .	dangerous
<USER> اثابكك الله وهم لهم مذهب وليس ديانه الله يردكك الي طريق الخير اذبحك الان 💉	safe
<USER> طززززززز فيكككككككككك لو اشوفك م اقتلك بسلاح راح اتفل بعينك وتموت من الخوف	dangerous
<USER> <USER> <USER> <USER> اقول بس روحي صممي وراجعي الشروط اللي حطيناها انا ومريم لا نطعنك	dangerous
<USER> <USER> مستتتحيل نخليك ديريه لو نقتلك😂😂😂😂😂😂😂😂😂😂شفتي عليك تلوث بصري	safe
<USER> وجهو اتهماتكم وشتائمكم لمن اغتصبكم على اقل تقدير ويحك كيف تحكمين انتي ايضا	safe
<USER> <USER> محد درى عنه 😂 وانتي جايه في منشنه وكل الردود قطريه 😂😂 واضح انه احرقكم	safe
<USER> <USER> انت معاك كام تشامبيونز يا ولد ده انا هجيب العصاية اضربك بيها على مؤخرتك	safe
<USER> مو لهالدرجة بس اللي يزعلكك بالموضوع اذا تذكرت حركاتي احس ودي اذبحك من القهر	dangerous
اضربك فين مفيش في وشك مكان انصرنا يا الله #زمالك الفوز #للزمالك #uwk07 <USER> #zamalek <USER>	safe
<USER> <USER> لا مش هايحصل قولتلك انا خطر برضك وهاضربك انا اخطر من غسان مطر 😂😂😂✋💔	safe
<USER> نبى الله ابراهيم قال ﻻبو ادعو الله ليغفر لك ما قال لة اقتلك و اتغرب الى الله	safe
<USER> وباقي حي الجراف منبع الحوثه جوله مارب لازم نووي هناك اطفال ونساء نحرقكم حرق	safe
<USER> لا تنطقين اسمه ع لساااااااننننننننننج انا مستعده احرقك😒🔥🔥🔥🔥🔪🔪🔪🔪	dangerous
<USER> الاختبار يوم الخميس الجاي تخربين ويكندك وتذاكرين ؟ اذبحك ولا اذبحك حبيبتي؟	safe
<USER> <USER> <USER> ان شاء الله نحرقك زيه مش فقد على اليمن لانهم بيطلعو زيك قوادين للفرس	dangerous
<USER> فكيو اجل 😹 ياخي ماشاء الله عليك اما انت احرقك هالهلال حرق جعلك في زوود ناره	safe
<USER> تخيلتها ماسكاه من قفاه مثلا بتقوله هتفضل فور ايفر ولا ودينى لاحرقك حى ✋😂😂	safe
<USER> احتر من هالمصخره سولف عدل لا اتهاوش وياك 😡😡لحظه خل اطعنك🔪🔪🔪وارميك🔫🔫	dangerous
<USER> افاتاراتك على مستوى الفرق المحلية بتعجبني غير كدا ببقا عاوز اضربك بالنار 😃	safe
<USER> لا يزال الرجل في فسحة من دينه ما لم يصب دما حراما من ذا المبدأ ما راح اقتلك 😌	safe
<USER> <USER> واضح اننا لانحرك ساكن بدليل إنكم ما اهتميتو لنا ولا تصيحون كل يوم 😎😎😎	safe
<USER> <USER> احرقك الله واياه والحقكم بربكم الخميني السيخي في سعير جهنم عاجلآ غيرآجل	safe
<USER> اذبحك ثقافه كانت مرت ابوسفيان وام معاويه 😂😂ويقال انها كانت من جميلات قريش	safe
<USER> <USER> <USER> الي الهلال اغتصبك يالوضيع انت وناديك والنتايج تثبت مع الحكم الاجنبي	safe
<USER> اوص تراني مواصل وراسي صاكني تهرجيني في المدرسه اضربك النفسيه قافله عندي🙅🏼	safe
<USER> هاجي بيه عشان عندي سيكشن ف ها 😂😂😂 عايزه بقا الاقيكي بتضحكي عشان اضربك😂🌸	safe
<USER> امين وربنا يسامحنا كلنا وبصدقك المره دي تاني مره احتمال اضربك مبحب الفساد 😍	dangerous
<USER> <USER> اجيكي بيتك واخطفك واطلب من اهلك فديه واعذبك عذاب نفسي يقولو دا بيدوفيديه	safe
<USER> لااااااااا دانا هظبط المعاد الأول معاكم 🔫تبقى تفكرى ماتجيش كدا علشان اقتلك	dangerous
<USER> يوم تقولي الأردن حطي يدك على راسك و ليه نقتلك مثلا مانبي فطايس مثلك على أرضنا	safe
<USER> <USER> <USER> <USER> <USER> اجل العقوبه ذي كلهااا 😱😱 نقتلك من دون شروع ونطلب لجوء سياسي	safe
<USER> ياخي اذبحك انا ولا اذبحك غثيتني بهالصوره لا عاد ترسلها اففف تققههرررر 😭😭😂	safe
<USER> اذا انتي تبغين تفرضين الفكرة اللي براسك بكيفك ما راح اضربك على يدك واجري وراك	safe
<USER> <USER> جهنم تحرقك واهلك وكل من هم على شاكلتك وقريبا سوف نلتقي ونحرقك بنارك ياكلب	safe
<USER> <USER> 😂😂😂😂😂😂😂 انتى عارفه ان احناااا بنكرهك و عايزين نضربك 😂👊👊👊👊👊	safe
<USER> ليش وقت ماهو عفاش احرقكم وانتهي امركم ياورقة اخيرة الكبسة تسري بالدم ياسرسري	safe
<USER> تطقطق بفعل غيرك و انا اعذبك بأفعالي .. هذا الفرق بين الزلابه والهلالي 💙 مبروك	safe
<USER> يمين طلاق تلاته اضربك وما سائل فيك انا زاتي ما شبهو بس الفانز معجبين اصرو شديد	safe
<USER> <USER> الاهلي لو طلع من آسيا بيطلعك اللي طلعه و ترى كذا ولا كذا بنحرقك في المحلية	safe
<USER> الحمار انت ي مهزله ي زباله ي حمار عقبال ماحط القاري في راسك واضربك عشان توصلني	dangerous
<USER> <USER> اعطونا الرشاش اعطوني العصاء سوف اقتلك بصراحه عشت دور الفارس هههههههههههه	safe
<USER> <USER> هو صراحه قوي بويدو و انت صديقي بس اذا صرت ضدي بحاول اذبحك لاني اكره ويدو 🙄	safe
<USER> اول ما شوفتك كنت ناوى اضربك برضه باين بسبب حاجة كنت كتبتها عن حوار بورسعيد😂😂	safe
<USER> تدفع للفتنة احرقكم الله انبح من بعيد ولا تتدخل في مكان انت لا تعيش فية يا مرتزق	dangerous
<USER> <USER> <USER> وانت وش دخل أهلك رجال ويتحاورن اطلعي منها لا اذبحك بالزنوبة مثل الوزغة	dangerous
<USER> أو ممكن نعمل مسيرة مُناصرة و نحرقك بدل العلم الإسرائيلي فكرة مش بطالة🤷🏻‍♀️	dangerous
<USER> انت شخص عره بمعنى الكلمه ماتخيل انك تمسك مركز بالنعال بنضربك بين عيونك يالسفله	dangerous
<USER> <USER> <USER> <USER> الاسلاك هو داعش اسلم تسلم او الجزية او نقتلك و نسبي نسائم فين الفرق	dangerous
<USER> <USER> هههههههههههههههههههههه مت مت خلاص طحالبببببب اريد اذبحكم ي طقطقة 😂💔✋🏻	safe
<USER> خلاص يا رنا هفسيلك كوتشات عربيه الدكتور بكرا ولا تزعلي اضربك بتاعت الشئون كمان	safe
<USER> اقتلك برومانسيتي😂😂😂 ودعت ابو للبلي الي مفتح هسه يمنا😂😂👌خرب وك ولو يدلوو	safe
<USER> ولله العظيم لنحرقكم حرق اذا ماطلعتووا من العوامية اذيتوا أهلها وحرقتوا المكان	dangerous
<USER> <USER> اقسم بالله ما نضربكم الا بالغازات السامه التي نستخدمها للقضاء على الحشرات	dangerous
<USER> <USER> <USER> <USER> انتوا ما يحتاج نضربكم نقطع عنكم المراعي وخلاص هههههه تعتبرونه حصار	safe
<USER> انت متهستر بشيء اسمه إنتر ميلانو ، هل اغتصبك احد مشجعين انتر ميلانو و انت صغير!!	safe
<USER> <USER> وانت انبسط بأنجازات غيرك ، واذا جت مباراتنا ضدكم طالعنا واحنا نغتصبكم 😂😂	safe
<USER> <USER> الزول دا شكلو ماكل باسطه قال ليك يا اما نعمل ليك ريكرك عديل كدا يا انا نقتلك	safe
<USER> خلاص معدش حاجه هاانت آخر مادة وخلاص بقا "وماتقوليش psychology عشان ما ادخلش اضربك 😑"	safe
<USER> اه يا جزمه قديمه ماشى يا نغم عشان انا غلبان ومليش ضهر طب وربنا لا اضربك 😒💔💔💔	dangerous
<USER> أستغفرالله انت نوعيتك ودي اجمعهم في زاوية واحرقكم راعوا ظروف الغير بلا الدراما	safe
<USER> هههههههههههههههههههههههه ليش اضربك 😂💔 معاك حق الدنيا كذا يوم لك ويوم عليك 😂	safe
<USER> بص ياكلب البحر انت متخلنيش اضربك 👊👊😭😭😭 مش كفايه 5/1😂😂😂😂 اشكوا اليك🙆🙆	safe
<USER> <USER> <USER> <USER> <USER> ممكن شوية بنزين وعود كبريت او ليه انا ممكن اقتلك وأقول مكنش قصدي	safe
<USER> كلي هوا و انضبي اصلاً بدي بطل رفيقتك لهلأ ما شفتي السيزن 🗡 بدي اقتلك بهذا السيف	safe
<USER> <USER> يبقا تسكت يلا و غقلتني و مجيبتش قهوة دا انا هقتلك و الله لاقتلك ي محيي😂😂😂	safe
